시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
전라북도,정읍시,한식_일반,연지순대,063-536-8587,전라북도정읍시연지시장3길 48-1,순대국밥,6000,_,0,_,0
전라북도,정읍시,한식_일반,부엉이식당,063-536-2267,전라북도정읍시상동중앙로 3-1,백반,6000,김치찌개,6000,_,0
전라북도,정읍시,중식,비룡,063-535-6003,전라북도정읍시관통로 21,짜장면,6000,바지락짬뽕,8000,_,0
전라북도,정읍시,한식_육류,갈비마을,063-535-5225,전라북도정읍시수성택지5길 48-9,삼겹살(200g),8000,돼지갈비(200g),7000,_,0
전라북도,정읍시,한식_일반,한솥밥뚝배기,063-536-3415,전라북도정읍시중앙로 2,동태찌개,5000,제육덮밥,5000,_,0
전라북도,정읍시,한식_일반,코끼리밥상,063-533-5288,전라북도정읍시중앙로 4,김치찌개,5000,순두부찌개,5000,_,0
전라북도,정읍시,한식_일반,샘골순대국밥,_,전라북도정읍시태평7길 41,시래기국밥,6000,김치찌개,6000,_,0
전라북도,정읍시,한식_일반,금화식당,063-535-5926,전라북도정읍시태평7길 42,시래기국밥,6000,백반,8000,_,0
전라북도,정읍시,한식_일반,복련한식뷔페,063-536-1719,전라북도정읍시충정로 526,한식뷔페,8000,_,0,_,0
전라북도,정읍시,한식_일반,풍성한숯불갈비,063-535-2373,전라북도정읍시초산3길 3,냉면,6000,_,0,_,0
전라북도,정읍시,한식_일반,오죽헌가든,063-531-0692,전라북도정읍시동학로 24,백반,7000,메기매운탕,30000,_,0
전라북도,정읍시,한식_일반,영천칡냉면갈비,063-534-7725,전라북도정읍시수성택지5길 48-3,냉면,5000,왕갈비(300g),11000,_,0
전라북도,정읍시,중식,청원,063-538-6001,전라북도정읍시샘골로 76,자장면,5000,간짜장,6000,_,0
전라북도,정읍시,중식,만다린,063-535-5710,전라북도정읍시정읍남로 1393,짜장면,5500,짜장밥,6000,_,0
전라북도,익산시,한식_일반,김가네순두부생선탕,063-858-1710,전라북도익산시동서로19길 37,아구순두부전골,6000,대구순두부전골,6000,_,0
전라북도,익산시,한식_일반,완산옥,063-841-8098,전라북도익산시서동로11길 6,한식뷔페,7000,_,0,_,0
전라북도,익산시,한식_일반,원식당,063-857-8109,전라북도익산시인북로 7길 12,백반,6000,_,0,_,0
전라북도,익산시,중식,황룡반점,063-851-1916,전라북도익산시인북로9길 14-4,짜장,3000,짬뽕,5000,_,0
전라북도,익산시,한식_일반,시청앞밥집,063-855-4104,전라북도익산시인북로 32길 18-4,삼겹살(180g),12000,백반,8000,_,0
전라북도,익산시,한식_일반,진미식당,063-856-4422,전라북도익산시황등면 황등로 158,선지국밥,5000,_,0,_,0
전라북도,익산시,한식_육류,다향양푼갈비,063-842-6666,전라북도익산시선화로 262,양푼갈비(240g),10000,_,0,_,0
전라북도,군산시,한식_일반,대명옥,063-452-6655,전라북도군산시번영로 17,복탕,8000,아구탕,8000,_,0
전라북도,군산시,한식_일반,명산칼국수,063-468-1470,전라북도군산시오룡로 57-2,바지락칼국수,5000,팥칼국수,6000,_,0
전라북도,군산시,한식_일반,토속해장국,063-452-5388,전라북도군산시신촌2길 8-2,청국장,7000,아욱국,7000,_,0
전라북도,군산시,한식_일반,선현대솥뚜겅갈비,063-465-9906,전라북도군산시서수송길 17,냉면,6000,갈비탕,10000,_,0
전라북도,군산시,한식_일반,제주도횟집,063-467-9548,전라북도군산시동메1길 9-2,복탕,8000,아구탕,8000,_,0
전라북도,군산시,한식_일반,일출옥,063-443-5524,전라북도군산시구영6길 22-3,아욱국,6000,콩나물국밥,6000,_,0
전라북도,군산시,한식_일반,국일식당,063-445-2716,전라북도군산시평화길 99-4,복탕,7000,아구탕,7000,_,0
전라북도,군산시,중식,아서원,063-445-0901,전라북도군산시경암5길 63,자장면,3500,우동,4000,_,0
전라북도,전주시 완산구,한식_일반,시래청(도청 본점),063-227-0304,전라북도전주시 완산구홍산3길 9,시래기국밥,9000,쑥국,9000,_,0
전라북도,전주시 완산구,한식_일반,해든마루,063-222-0189,전라북도전주시 완산구메너머3길 13-4,김치찌개,6000,청국장,6000,삼겹살(200g),12000
전라북도,전주시 완산구,한식_일반,서신정,063-277-3455,전라북도전주시 완산구감나무4길 26,고등어구이,10000,김치찌개,8000,제육볶음,9000
전라북도,전주시 완산구,한식_일반,신뱅이,063-282-3030,전라북도전주시 완산구경기전길 153-9,야채비빔밥,8000,알비빔밥,10000,_,0
전라북도,전주시 완산구,한식_일반,섬진강백반,063-226-6809,전라북도전주시 완산구꽃밭정로 13,김치찌개,7000,동태찌개,7000,된장찌개,7000
전라북도,전주시 완산구,한식_일반,동래분식,063-288-4607,전라북도전주시 완산구풍남문2길 39,칼국수,6000,손수제비,6000,_,0
전라북도,전주시 완산구,중식,한들각중화요리,063-232-0317,전라북도전주시 완산구안행로 112,짜장면,4500,짬뽕,6000,간짜장,6000
전라북도,전주시 완산구,한식_육류,전원갈비,063-242-8560,전라북도전주시 완산구서신천변로 57,우렁쌈밥,7000,삼겹살(200g),12000,_,0
전라북도,전주시 완산구,한식_면류,세은이네집,063-283-3376,전라북도전주시 완산구풍남문3길 13,국수,6000,"보리비빔밥(계절메뉴, 4월~)",7000,_,0
전라북도,전주시 완산구,중식,1500짜장집,063-287-1500,전라북도전주시 완산구거마산2길 8,짜장면,4000,우동,4000,_,0
전라북도,전주시 완산구,한식_일반,만남의집,063-287-5589,전라북도전주시 완산구서학로 28-1,김치찌개,7000,된장찌개,7000,_,0
전라북도,전주시 완산구,한식_면류,맛자랑 팥고향집,063-231-0993,전라북도전주시 완산구서학로 32-4,손칼국수,6000,수제비,6000,_,0
전라북도,전주시 완산구,한식_일반,청라회관,063-286-3044,전라북도전주시 완산구노송여울2길 10,돌솥비빔밥,8000,김치찌개,7000,_,0
전라북도,전주시 완산구,한식_일반,만나별미,063-224-9529,전라북도전주시 완산구거마평로 122,돈가스,6000,김치찌개,7000,된장찌개,6000
전라북도,전주시 완산구,중식,중본이쟁반짜장,063-271-2223,전라북도전주시 완산구공북로 71,짜장면,5000,짬뽕,7000,간짜장,7000
전라북도,전주시 완산구,한식_면류,이래면옥,063-288-6644,전라북도전주시 완산구동문길 103,갈비탕,10000,돼지불고기,10000,_,0
전라남도,신안군,한식_일반,선희네식당,061-275-6386,전라남도신안군지도읍 읍내길 64,김치찌개,9000,아나고탕,12000,_,0
전라남도,신안군,중식,샨샤,061-271-1867,전라남도신안군암태면 장단고길 23-2,짜장면,6000,짬뽕,8000,_,0
전라남도,신안군,중식,삼거리반점,061-271-7674,전라남도신안군압해읍 복룡로 2-1,짜장면,5500,짬뽕,8000,_,0
전라남도,신안군,한식_일반,꽃피는무화가,061-271-5552,전라남도신안군압해읍 압해로 393-2,전복해초돌솥밥,12000,돼지불고기,12000,_,0
전라남도,신안군,한식_일반,만나식당,061-271-5995,전라남도신안군압해읍 압해로 879,백반,9000,_,0,_,0
전라남도,신안군,한식_육류,미연식당,061-271-0563,전라남도신안군압해읍 월포안길 15-2,모듬삼겹살(600g),26000,비빔밥,3000,_,0
전라남도,완도군,한식_육류,구이팔구,061-554-9289,전라남도완도군완도읍 개포로 114번길 23-12,삼겹살,12000,돼지갈비,12000,항정살,13000
전라남도,완도군,한식_찌개류,빙그레국밥,061-553-4533,전라남도완도군완도읍 개포로 5-1,순대국밥,8000,돼지머리국밥,8000,내장국밥,8000
전라남도,완도군,한식_찌개류,명동순대국밥,061-552-2748,전라남도완도군완도읍 해변공원로 91번길 9,순대국밥,8000,내장국밥,8000,머리국밥,8000
전라남도,장성군,한식_일반,그집,061-394-5340,전라남도장성군북이면 백양로 178,보리밥,8000,_,0,_,0
전라남도,함평군,한식_일반,백마회관,061-322-4477,전라남도함평군함평읍 영수길191,김치찌개,8000,삼겹살,12000,_,0
전라남도,함평군,한식_일반,청진동국밥,061-324-3131,전라남도함평군함평읍 남일길 38-1,콩나물국밥,7000,청진동국밥,9000,_,0
전라남도,함평군,한식_일반,뽀또식당,061-323-8182,전라남도함평군함평읍 서부길 53-32,순두부,7000,만둣국,7000,_,0
전라남도,함평군,한식_일반,맛고을,061-324-3494,전라남도함평군함평읍 교광길 6,김치찌개,9000,애호박찌개,9000,_,0
전라남도,함평군,중식,소라식당,061-322-2881,전라남도함평군함평읍 중앙길 77,자장면,5000,우동,6000,_,0
전라남도,함평군,한식_육류,해월축산회관,061-323-3708,전라남도함평군해보면 해삼로 367,육회비빔밥,9000,사골우거지탕,9000,_,0
전라남도,무안군,한식_육류,남악참숯갈비,061-282-3395,전라남도무안군삼향읍 남악5로 52번길 29-13,왕갈비탕,13000,김치찌개,8000,순두부찌개,7000
전라남도,무안군,한식_일반,콩주발전주콩나물국밥,061-281-6747,전라남도무안군삼향읍 남악3로 79,전주콩나물국밥,7000,우거지해장국,10000,감자탕(중),36000
전라남도,무안군,한식_일반,해뜰짱분식,061-454-5627,전라남도무안군무안읍 동문안길 56-4,야채김밥,2500,떡볶이,3000,비빔밥,5500
전라남도,영암군,한식_일반,나주곰탕,061-464-8859,전라남도영암군삼호읍 대불로 400,곰탕,9000,특곰탕,12000,육개장,9000
전라남도,영암군,한식_육류,종원식육식당,061-462-0017,전라남도영암군삼호읍 세가레2길 26-17,김치찌개,8000,곰탕,10000,비빔밥,10000
전라남도,해남군,한식_육류,오대감,061-536-2700,전라남도해남군해남읍 영빈로 49,한우사골곰탕,8000,냉면,5000,한우불백(1인분),10000
전라남도,해남군,중식,중국관,061-533-1215,전라남도해남군북평면 달량진길 29,자장면,4000,짬뽕,5000,간짜장,6000
전라남도,해남군,한식_육류,한우마당,061-533-7667,전라남도해남군해남읍 천변2길 35,육회비빔밥,8000,육개장,8000,_,0
전라남도,해남군,한식_일반,반갑다친구야,061-536-1531,전라남도해남군해남읍 천변2길 53,가마솥영양밥,10000,가마솥굴톳밥,13000,_,0
전라남도,해남군,한식_일반,금성스넥,061-536-4586,전라남도해남군해남읍 읍내길 25,팥칼국수,6000,김밥,2000,_,0
전라남도,강진군,한식_일반,청자골,061-433-7403,전라남도강진군강진읍 해강로 974,한식뷔페(성인기준),9000,_,0,_,0
전라남도,강진군,한식_일반,예촌,061-432-9005,전라남도강진군성전면 월남1길 2,소머리곰탕,9000,수육,35000,콩나물해장국,8000
전라남도,강진군,한식_육류,거목촌식당,061-434-2106,전라남도강진군강진읍 서성안길 4,애호박국,8000,돼지고기주물럭,12000,_,0
전라남도,강진군,한식_육류,우성식당,061-434-4389,전라남도강진군강진읍 남문길 2,삼겹살(1인분),13000,목살,13000,대패살,13000
전라남도,장흥군,한식_일반,행복한식사,061-864-7828,전라남도장흥군장흥읍 동교3길 24,김치찌개,8000,된장찌개,8000,애호박찌개,8000
전라남도,장흥군,한식_일반,한라국밥,061-862-7870,전라남도장흥군장흥읍 토요시장 3길 5,선지국밥,8000,돼지머리국밥,8000,_,0
전라남도,장흥군,한식_일반,연지보리밥,061-863-8635,전라남도장흥군장흥읍 토요시장3길 15,보리밥,6000,팥칼국수,7000,_,0
전라남도,장흥군,한식_일반,세양회전문점,061-864-8222,전라남도장흥군장흥읍 건산로 40,알탕,6000,알밥,6000,회덮밥,8000
전라남도,화순군,한식_일반,추어탕한그릇,061-371-5959,전라남도화순군화순읍 대교로 37,추어탕,8000,_,0,_,0
전라남도,화순군,한식_일반,봉순이팥죽,061-375-8735,전라남도화순군화순읍 칠충로 132,잔치국수,5000,팥칼국수,7000,김치찌개,8000
전라남도,화순군,한식_일반,현대찜갈비,061-371-8295,전라남도화순군화순읍 만연로 99,생태탕,8000,찜갈비,14000,김치찌개,8000
전라남도,화순군,한식_일반,솥뚜껑삼겹살,061-373-9595,전라남도화순군화순읍 만연로 122-1,백반,7000,"""삼겹살 (200g)""",12000,_,0
전라남도,화순군,한식_일반,은혜스넥,061-374-0055,전라남도화순군화순읍 광덕로 165,다슬기수제비,8000,김치찌개,7000,_,0
전라남도,화순군,한식_일반,옹구삼겹살,061-374-7784,전라남도화순군화순읍 노대길 57,백반,7000,삼겹살 (200g),13000,_,0
전라남도,화순군,한식_일반,아라서분식,061-374-4003,전라남도화순군화순읍 노대길 30,팥죽,6000,동지죽,8000,비빔국수,6000
전라남도,보성군,한식_일반,중흥식당,061-852-6018,전라남도보성군웅치면 일림로 1000,삼겹살,14000,주물럭,12000,김치찌개,9000
전라남도,보성군,한식_일반,연미정,061-858-1772,전라남도보성군조성면 조성로 121,백반,8000,낚지볶음(대),60000,연포탕(대),60000
전라남도,보성군,중식,호남반점,061-857-2161,전라남도보성군벌교읍 시장2길 5-1,자장면,6000,우동,7000,짬뽕,7000
전라남도,보성군,한식_일반,고려회관,061-857-8888,전라남도보성군벌교읍 채동선로 294,소불고기,10000,꼬막정식,20000,육회비빔밥,10000
전라남도,보성군,한식_일반,신화식당,061-852-2712,전라남도보성군보성읍 새싹길 8,삼겹살,13000,곰탕,9000,육회비빔밥,10000
전라남도,보성군,한식_일반,놀부식당,061-853-3016,전라남도보성군보성읍 동산길 12-10,백반,8000,김치찌개,8000,애호박국,8000
전라남도,고흥군,한식_육류,일조갈비,061-832-5406,전라남도고흥군포두면 우주로 601,돼지갈비,14000,삼겹살,13000,갈비탕,10000
전라남도,고흥군,한식_일반,청해식당,061-842-3917,전라남도고흥군도양읍 번영1길 3,삼겹살,12000,갈비탕,10000,_,0
전라남도,고흥군,한식_일반,세정식당,061-842-0852,전라남도고흥군도양읍 녹동남촌1길 10,삼겹살,10000,돼지주물럭,8000,갈비탕,10000
전라남도,고흥군,한식_육류,고흥한우직판장,061-832-9131,전라남도고흥군고흥읍 고흥로 1892-67,불고기버섯전골,10000,곰탕,7000,비빔밥,8000
전라남도,구례군,한식_육류,광양숯불갈비,061-782-1004,전라남도구례군구례읍 서시천로 76-7,냉면,7000,비빔밥(한우),8000,생(한우)비빔밥,10000
전라남도,곡성군,한식_기타,별천지가든,061-362-8746,전라남도곡성군오곡면 섬진강로 1266,게장백반,15000,재첩국,15000,_,0
전라남도,곡성군,한식_육류,우리회관,061-363-8321,전라남도곡성군곡성읍 중앙로 118,삼겹살,14000,_,0,_,0
전라남도,곡성군,한식_육류,석곡돼지한마리,061-362-3077,전라남도곡성군석곡면 석곡2길 13,석쇠구이,14000,_,0,_,0
전라남도,담양군,한식_일반,대통죽순순대,061-381-8545,전라남도담양군담양읍 중앙로 84,모듬국밥,8000,내장국밥,7000,추어탕,8000
전라남도,광양시,한식_일반,금호음식점,061-799-3336,전라남도광양시희망길 12-14(금호동),김치찌개,7000,_,0,_,0
전라남도,광양시,한식_일반,영진식당,061-793-8118,전라남도광양시신광길 13(광영동),백반,8000,_,0,_,0
전라남도,광양시,한식_일반,장성금생초국밥,061-763-3875,전라남도광양시광양읍 인덕로 971,콩나물국밥,7000,_,0,_,0
전라남도,광양시,한식_일반,멍게네,061-763-5718,전라남도광양시남문길 88,백반,8000,_,0,_,0
전라남도,광양시,한식_일반,예촌식당,061-794-4737,전라남도광양시남산1길 27(광영동),백반,10000,_,0,_,0
전라남도,광양시,한식_육류,이모네아구찜,061-794-5582,전라남도광양시영수길 148(광영동),삼겹살,10000,된장찌개,9000,_,0
전라남도,광양시,한식_일반,삼거리식당,061-792-6505,전라남도광양시하포길 68-1(황길동),장어탕,8000,삼겹살,11000,_,0
전라남도,광양시,한식_육류,판문점,061-791-3322,전라남도광양시중마청룡길 6-4(중동),돼지갈비,11000,된장찌개,7000,백반,7000
전라남도,광양시,중식,시장중화요리,061-791-6989,전라남도광양시중마중앙로 88(중동),짜장면,6000,해물짬뽕,7000,간짜장,7000
전라남도,광양시,한식_찌개류,장수국밥,061-794-1222,전라남도광양시중마용소5길 4-1(중동),머리국밥,8000,순대국밥,8000,모듬국밥,8000
전라남도,광양시,중식,한국반점,061-761-9999,전라남도광양시광양읍 은장도길 24,짜장면,5000,간짜장,6000,짬뽕,6000
전라남도,광양시,중식,청해루,061-762-5088,전라남도광양시광양읍 인덕로 1105,짜장면,6000,짬뽕,8000,_,0
전라남도,광양시,한식_일반,왕창국밥,061-762-4870,전라남도광양시광양읍 희양현로 30,머리국밥,8000,내장국밥,8000,순대국밥,8000
전라남도,광양시,한식_일반,돈가스클릭,061-761-8880,전라남도광양시광양읍 덕산4길 44,김치찌개,8000,제육덮밥,8000,_,0
전라남도,나주시,한식_일반,한남식당,061-334-3720,전라남도나주시영산포로 263-1,백반,8000,김치찌개,8000,갈비탕,9000
전라남도,순천시,한식_일반,송광사길상식당,061-755-2173,전라남도순천시송광면 송광사안길 123,산채비빔밥,10000,산채정식,15000,꼬막나물비빔밥,13000
전라남도,순천시,한식_일반,송광사 식당,061-755-2213,전라남도순천시송광면 송광사안길 123,산채비빔밥,10000,산채정식,15000,꼬막비빔밥,15000
전라남도,순천시,한식_일반,소소산식,061-755-2305,전라남도순천시송광면 송광사안길 125,산채비빔밥,10000,도도리묵,10000,꼬막비빔밥,12000
전라남도,순천시,한식_일반,관광식당,061-755-2130,전라남도순천시송광면 송광사안길 127,산채비빔밥,10000,산채한정식,15000,꼬막비빔밥,12000
전라남도,순천시,한식_면류,고향집,_,전라남도순천시장평로 60(풍덕동),팥죽,6000,칼국수,6000,동지팥죽,7000
전라남도,순천시,한식_면류,옛날팥죽,_,전라남도순천시장평로 60(풍덕동),팥죽,6000,칼국수,6000,동지팥죽,7000
전라남도,순천시,한식_면류,진화팥죽,_,전라남도순천시장평로 60(풍덕동),팥죽,6000,칼국수,6000,동지팥죽,7000
전라남도,순천시,한식_일반,소가네 추어탕,061-741-2418,전라남도순천시팔마로 65(풍덕동),추어탕,7000,갈치덮밥,10000,갈치조림,15000
전라남도,순천시,중식,시장통짜장,061-741-7982,전라남도순천시장평로 60(풍덕동),짜장,4000,짬뽕,6000,탕수육,8000
전라남도,순천시,한식_일반,진양회수산,061-753-5566,전라남도순천시북문길 40(동외동),백반정식,9000,우럭매운탕,35000,활어(中),60000
전라남도,순천시,한식_일반,정일식당,061-751-1217,전라남도순천시순천대2길 10-14,김치찌개,8000,부대찌개,8000,곱창전골,9000
전라남도,순천시,한식_찌개류,살찐식당,061-752-1332,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_일반,제일식당,061-753-4655,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,한우식당,061-753-7878,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,순복식당,061-752-0345,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_육류,신화식당,061-752-7027,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,성수국밥,061-752-5258,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,쌍암식당,061-752-3386,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,순흥식당,061-752-9506,전라남도순천시북문길 40 (동외동),돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,황전식당,061-752-3637,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,일오삼 우리식당,061-752-4742,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,괴목국밥,061-753-4124,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,세광식당,061-752-4895,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,또와줘국밥,061-752-6895,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,순천시,한식_찌개류,향촌식당,061-752-2522,전라남도순천시북문길 40,돼지국밥,8000,순대국밥,8000,내장국밥,9000
전라남도,여수시,기타양식,교동커피집,061-662-7022,전라남도여수시진남상가길 17-1,아메리카노,3500,카페라떼,4300,쉐이크,4300
전라남도,여수시,양식,보스톤,061-664-4832,전라남도여수시진남상가길 39-4,돈가스,10000,치즈돈까스,12000,비후까스,12000
전라남도,여수시,한식_일반,모범식당,061-664-7770,전라남도여수시교동남1길 5-13,게장백반,11000,장어탕,13000,아구탕,11000
전라남도,여수시,한식_해산물,아구회관,061-652-9243,전라남도여수시여문문화2길 13,아귀찜(소),22000,아귀탕(소),22000,_,0
전라남도,여수시,중식,청해루,061-691-6644,전라남도여수시장성1길 28,자장면,6000,우동,7000,짬뽕,7000
전라남도,여수시,양식,돈까스천국,061-662-0239,전라남도여수시통제영3길 14,돈까스,9000,비후까스,11000,오므라이스,9000
전라남도,여수시,한식_면류,맛자랑죽집,061-686-0481,전라남도여수시학동2길 7,팥죽,6000,면팥죽,6000,면녹두죽,7000
전라남도,여수시,한식_면류,소문난손칼국수,061-641-3186,전라남도여수시서교2길 6,칼국수,5000,모밀국수,5000,비빔국수,5000
전라남도,여수시,한식_일반,두레,061-684-1808,전라남도여수시학동 2길 7,백반,5000,추어탕,6000,국밥,5000
전라남도,여수시,한식_일반,해태식당,061-683-4491,전라남도여수시학동 2길 7,백반,6000,삼겹살,12000,매운탕,25000
전라남도,여수시,한식_일반,돈사랑식당,061-663-0866,전라남도여수시중앙로 93-2,백반,8000,_,0,_,0
전라남도,여수시,한식_일반,엑스포식당,061-683-4178,전라남도여수시여수산단로 238,백반,7000,라면,4000,_,0
전라남도,여수시,한식_일반,진남체육공원식당,061-653-7074,전라남도여수시진남체육관길 29,백반,7000,생삼겹살,13000,제육볶음,12000
전라남도,여수시,한식_일반,신삼복식당,061-653-2877,전라남도여수시오림1길 19,백반,7000,김치찌개,8000,_,0
전라남도,여수시,한식_일반,손맛짱,061-685-1880,전라남도여수시신기남4길 10,백반,5000,생선조림,8000,_,0
전라남도,여수시,한식_일반,대수식당,061-681-2292,전라남도여수시성산6길 32,백반,6000,소머리국밥,10000,_,0
전라남도,여수시,한식_일반,소호식당,061-681-2679,전라남도여수시시청동2길 15(학동),갈치조림,10000,김치찌개,8000,아침백반,6000
전라남도,여수시,한식_일반,음식천국,061-664-6180,전라남도여수시충무로 54-9,백반,8000,김치찌개,8000,된장찌개,8000
전라남도,여수시,중식,장강,061-692-1288,전라남도여수시안심산길 33,자장면,4000,간짜장,7000,짬뽕,6000
전라남도,여수시,한식_해산물,하얀집낙지전문점,061-683-3257,전라남도여수시장성1길 19,산낙지전골,37000,산낙지볶음,18000,연포탕,37000
전라남도,여수시,한식_일반,대승,061-642-3536,전라남도여수시진남로 6-3,백반,6000,매운탕,15000,서대회,20000
전라남도,목포시,한식_찌개류,시골집순두부(옥암),061-283-4500,전라남도목포시복산길 6번길 44(옥암동),순두부백반,9000,청국장백반,9000,시골집반상,13000
전라남도,목포시,한식_일반,시골집순두부(연산),061-274-9999,전라남도목포시연산로140(연산동),순두부백반,9000,청국장백반,9000,시골집반상,13000
전라남도,목포시,한식_일반,종가집,061-242-7766,전라남도목포시노적봉길22(죽동),청국장,8000,비빔밥,7000,김치찌개,8000
전라남도,목포시,한식_일반,원조가락지,061-274-7026,전라남도목포시영산로 258번길 8-2,수제비,8000,팥죽,8000,칼국수,8000
전라남도,목포시,한식_찌개류,푸른솔아구집,061-244-8381,전라남도목포시번화로 8-1,백반,10000,아구찜(소),30000,준치회무침,11000
전라남도,목포시,중식,차우차우,061-262-4500,전라남도목포시당가두로 22-1,자장면,6000,해물짬뽕,8500,탕수육(소),18000
전라남도,목포시,한식_분식,손가네분식,061-242-3375,전라남도목포시남해로 8-1,김밥,2000,칼국수,6000,순두부찌개,6000
전라남도,목포시,한식_육류,광양숯불갈비,061-242-5282,전라남도목포시노적봉길21,산채비빔밥,6000,육개장,8000,돼지숯불갈비(200g),12000
전라남도,목포시,한식_찌개류,연산순대국밥,061-285-4012,전라남도목포시후광대로105번안길 21,국밥,8000,머리고기수육,15000,곱창전골(중),20000
인천광역시,미추홀구,한식_일반,현대식당,032-888-6300,인천광역시미추홀구미추로 36번길19-1,김치찌개,4000,제육덮밥,5000,_,0
인천광역시,미추홀구,한식_육류,소와돼지방,032-421-1243,인천광역시미추홀구인하로 293,생삼겹(200g),9000,냉삼겹(200g),8000,_,0
인천광역시,미추홀구,한식_일반,신포횟집,032-867-4286,인천광역시미추홀구제일로 27번길 3-1,대구탕,8000,초밥,12000,_,0
인천광역시,미추홀구,한식_육류,새우물식당,032-886-5239,인천광역시미추홀구미추로 19번길14,삼겹살(100g),6000,_,0,_,0
인천광역시,미추홀구,중식,태화루,032-442-4560,인천광역시미추홀구주안중로 26-1,자장면,5000,짬뽕,6000,_,0
인천광역시,미추홀구,한식_면류,쑥골국수집,032-864-0302,인천광역시미추홀구주안로 5,왕돈까스,6000,잔치국수,4000,_,0
인천광역시,미추홀구,한식_일반,삼삼오오,032-872-6651,인천광역시미추홀구인하로 83,부대찌개,6000,제육덮밥,6500,_,0
인천광역시,미추홀구,한식_육류,숯불구이 먹방(주안점),032-422-5339,인천광역시미추홀구석바위로 77-6,생삼겹(150g),7500,_,0,_,0
인천광역시,미추홀구,한식_일반,맛사랑,032-872-5181,인천광역시미추홀구인하로77번길 6-26,돈까스,6500,오징어볶음,7000,_,0
인천광역시,미추홀구,중식,청해루,032-876-4007,인천광역시미추홀구학익소로61번길 21-19,짬뽕,6000,자장면,5000,_,0
인천광역시,미추홀구,한식_육류,백년갈비,032-884-1362,인천광역시미추홀구석정로 236-1,설렁탕,8000,갈비탕,8000,_,0
인천광역시,미추홀구,중식,도원,032-887-9664,인천광역시미추홀구토금중로40번길 26,자장면,5000,짬뽕,6000,_,0
인천광역시,미추홀구,한식_일반,김밥나라,032-883-6600,인천광역시미추홀구낙섬서로20번길 3,돈까스,6000,물냉면,5000,_,0
인천광역시,미추홀구,중식,국민짬뽕,032-873-8856,인천광역시미추홀구인하로 272,자장면,5000,짬뽕,6000,_,0
인천광역시,미추홀구,한식_일반,다우리식당,032-874-6616,인천광역시미추홀구인하로67번길16,된장찌개,6000,김치찌개,6000,_,0
인천광역시,미추홀구,중식,차이나,032-442-6666,인천광역시미추홀구석산로 42,자장면,4000,짬뽕,6000,_,0
인천광역시,미추홀구,한식_일반,김밥짜장,032-873-8234,인천광역시미추홀구주안로 86,김치찌개,3500,자장면,3000,_,0
인천광역시,미추홀구,한식_육류,당가네대박삼겹,032-866-1991,인천광역시미추홀구인하로77번길 30,삼겹살(150g),7500,김치찌개,5000,_,0
인천광역시,미추홀구,중식,짜장전설,032-861-0660,인천광역시미추홀구인하로77번길 33,자장면,5000,짬뽕,6000,_,0
인천광역시,미추홀구,한식_육류,대박집,032-861-4147,인천광역시미추홀구미추홀대로 707,삼겹살(200g),8000,김치찌개,6000,_,0
인천광역시,미추홀구,한식_일반,해와달,032-874-3266,인천광역시미추홀구주안로90번길39,김치찌개,7000,제육덮밥,7000,_,0
인천광역시,중구,한식_일반,신신분식,032-762-0992,인천광역시중구자유공원로 27번길 1,돈까스,8000,비빔밥,7000,_,0
인천광역시,중구,한식_일반,일미정,032-772-9595,인천광역시중구신포로 23번길 5,불고기백반,11000,육개장,8000,삼계탕,13000
인천광역시,중구,한식_육류,신흥숯불갈비,032-883-7717,인천광역시중구서해대로 454번길 14-2,냉면,8000,생삼겹살(180g),15000,_,0
인천광역시,중구,한식_육류,장터삼겹살(연안),032-882-6880,인천광역시중구연안부두로 53번길 31,삼겹살(180g),9000,냉면,6000,_,0
인천광역시,중구,한식_일반,신포화로구이,032-777-0099,인천광역시중구신포로 27번길 16,김치찌개,7000,양푼비빔밥,6000,_,0
